Position,Environment,Site,Logger ID,Month,Coverage,d1_0cm_mean,d1_0cm_DTR,d2_0cm_mean,d2_0cm_DTR,d3_0cm_mean,d3_0cm_DTR,d4_0cm_mean,d4_0cm_DTR,d5_0cm_mean,d5_0cm_DTR,d6_0cm_mean,d6_0cm_DTR,d7_0cm_mean,d7_0cm_DTR,d8_0cm_mean,d8_0cm_DTR,d9_0cm_mean,d9_0cm_DTR,d10_0cm_mean,d10_0cm_DTR,d11_0cm_mean,d11_0cm_DTR,d1_5cm_mean,d1_5cm_DTR,d2_5cm_mean,d2_5cm_DTR,d3_5cm_mean,d3_5cm_DTR,d4_5cm_mean,d4_5cm_DTR,d5_5cm_mean,d5_5cm_DTR,d6_5cm_mean,d6_5cm_DTR,d7_5cm_mean,d7_5cm_DTR,d8_5cm_mean,d8_5cm_DTR,d9_5cm_mean,d9_5cm_DTR,d10_5cm_mean,d10_5cm_DTR,d11_5cm_mean,d11_5cm_DTR,d1_10cm_mean,d1_10cm_DTR,d2_10cm_mean,d2_10cm_DTR,d3_10cm_mean,d3_10cm_DTR,d4_10cm_mean,d4_10cm_DTR,d5_10cm_mean,d5_10cm_DTR,d6_10cm_mean,d6_10cm_DTR,d7_10cm_mean,d7_10cm_DTR,d8_10cm_mean,d8_10cm_DTR,d9_10cm_mean,d9_10cm_DTR,d10_10cm_mean,d10_10cm_DTR,d11_10cm_mean,d11_10cm_DTR,d1_15cm_mean,d1_15cm_DTR,d2_15cm_mean,d2_15cm_DTR,d3_15cm_mean,d3_15cm_DTR,d4_15cm_mean,d4_15cm_DTR,d5_15cm_mean,d5_15cm_DTR,d6_15cm_mean,d6_15cm_DTR,d7_15cm_mean,d7_15cm_DTR,d8_15cm_mean,d8_15cm_DTR,d9_15cm_mean,d9_15cm_DTR,d10_15cm_mean,d10_15cm_DTR,d11_15cm_mean,d11_15cm_DTR,d1_20cm_mean,d1_20cm_DTR,d2_20cm_mean,d2_20cm_DTR,d3_20cm_mean,d3_20cm_DTR,d4_20cm_mean,d4_20cm_DTR,d5_20cm_mean,d5_20cm_DTR,d6_20cm_mean,d6_20cm_DTR,d7_20cm_mean,d7_20cm_DTR,d8_20cm_mean,d8_20cm_DTR,d9_20cm_mean,d9_20cm_DTR,d10_20cm_mean,d10_20cm_DTR,d11_20cm_mean,d11_20cm_DTR,d1_underground_mean,d1_underground_DTR,d2_underground_mean,d2_underground_DTR,d3_underground_mean,d3_underground_DTR,d4_underground_mean,d4_underground_DTR,d5_underground_mean,d5_underground_DTR,d6_underground_mean,d6_underground_DTR,d7_underground_mean,d7_underground_DTR,d8_underground_mean,d8_underground_DTR,d9_underground_mean,d9_underground_DTR,d10_underground_mean,d10_underground_DTR,d11_underground_mean,d11_underground_DTR
7_Forest,Forest,7,1579,February,87.41,11.5584375,2.4,8.845520833,4.89,6.395104167,2.57,8.2721875,3.09,10.09479167,2.62,13.23385417,3.6,13.8259375,3.73,11.48875,2.28,12.953125,3.43,14.89322917,4.12,13.14416667,8.1,11.78375,2.06,8.803645833,4.85,6.478958333,3.17,8.417395833,3.91,10.1396875,3.39,13.26979167,4.24,13.66895833,3.9,11.53072917,2.54,12.88010417,4.33,14.84979167,5.58,13.8921875,6.26,11.81677083,2.53,10.35854167,2.75,8.266770833,1.11,8.913541667,1.12,10.1396875,0.86,12.2175,2.23,13.29572917,2.02,11.83427083,0.91,12.68927083,0.77,14.04541667,1.85,13.9590625,2.23,11.79135417,2.23,10.84979167,1.93,9.026041667,1.07,9.228645833,0.68,10.168125,0.81,11.80322917,1.85,13.0175,1.63,12.01854167,0.65,12.57760417,0.64,13.65145833,1.42,13.81760417,1.37,11.72916667,1.63,11.244375,1.33,9.829791667,1.02,9.6809375,0.38,10.32385417,0.69,11.56052083,1.55,12.824375,1.5,12.21229167,0.56,12.51958333,0.56,13.343125,1.12,13.66875,0.73,11.78026042,2.1125,10.31408854,2.715,8.400390625,1.5925,9.060130208,1.5225,10.19283854,1.4375,12.21276042,2.4675,13.20164062,2.2625,11.89895833,1.165,12.66664063,1.575,13.97244792,2.4925,13.83440104,2.6475
7_Forest,Forest,7,1579,January,88.32,11.70791667,3.43,9.004479167,3.95,8.821979167,1.16,8.83,5.4,11.44052083,4.03,8.825625,9.14,10.84927083,4.46,12.36760417,4.38,13.541875,5.19,12.88427083,9.86,14.17333333,5.19,11.39145833,3.26,9.848229167,3,9.33125,0.78,8.822083333,5.1,11.38635417,3.73,8.8203125,8.89,10.86666667,4.64,12.29770833,3.81,13.44833333,4.8,12.98604167,11.33,14.15375,6.44,11.20864583,2.23,10.79635417,1.88,10.09052083,0.47,9.098125,3.51,11.32177083,2.44,9.213229167,7.5,10.72114583,2.71,12.1725,2.78,13.32854167,3.18,12.6778125,6.31,13.98541667,3.05,11.18645833,1.71,11.121875,1.33,10.4521875,0.3,8.593541667,4.46,11.36614583,3.52,8.9028125,8.62,10.565625,3.3,12.28875,3.35,13.60979167,4.25,12.75541667,7.93,14.2625,4.47,11.29677083,1.33,11.29666667,1.07,10.70791667,0.3,10.38166667,0.48,11.30239583,0.99,10.30739583,3.9,10.94135417,1.46,12.013125,1.33,12.96625,1.33,12.7909375,3.01,13.52479167,0.82,11.27083333,2.1325,10.76578125,1.82,10.14546875,0.4625,9.223854167,3.3875,11.34416667,2.67,9.3109375,7.2275,10.77369792,3.0275,12.19302083,2.8175,13.33822917,3.39,12.80255208,7.145,13.98161458,3.695
1_Field,Field,1,3840,June,90.49,24.21760417,9.14,25.62864583,8.32,24.31625,8.53,22.92625,2.79,23.44302083,6.22,24.3153125,12.92,25.17041667,8.62,24.44510417,6.13,23.0546875,9.61,23.86239583,8.96,24.94333333,8.41,23.67135417,1.72,24.6071875,1.89,24.44770833,2.62,23.1740625,1.03,23.53552083,1.03,23.83822917,1.89,24.54260417,2.23,24.314375,2.19,23.1478125,1.45,23.6959375,2.44,24.11260417,1.42,23.40875,1.28,24.02625,1.2,24.120625,1.41,23.15520833,0.47,23.33645833,0.6,23.53260417,1.07,24.07645833,1.15,24.00989583,1.38,23.21572917,0.73,23.50333333,1.2,23.76552083,0.77,23.17333333,1.2,23.56760417,0.94,23.78010417,0.77,23.119375,0.47,23.14020833,0.38,23.26302083,0.64,23.68416667,0.98,23.733125,0.95,23.2284375,0.55,23.33947917,0.69,23.50833333,0.64,22.864375,1.46,23.10052083,0.69,23.3965625,0.51,22.9975,0.56,22.89114583,0.26,22.9725,0.43,23.29104167,0.69,23.42791667,0.43,23.15447917,0.47,23.12729167,0.43,23.25041667,0.47,23.27945313,1.415,23.82539062,1.18,23.93625,1.3275,23.11153646,0.6325,23.22583333,0.5675,23.40158854,1.0075,23.89856771,1.2625,23.87132812,1.2375,23.18661458,0.8,23.41651042,1.19,23.65921875,0.825
1_Field,Field,1,3840,May,75.74,21.24604167,19.48,23.32416667,25.01,23.61333333,26.6,23.07677083,16.56,23.45958333,12.57,22.86291667,8.19,23.77479167,12.53,23.68114583,9.06,24.251875,9.65,23.78729167,14.85,23.46447917,6.87,19.53291667,2.4,21.1621875,2.4,21.8521875,2.75,21.94708333,2.11,22.35854167,2.19,22.48489583,2.06,22.8509375,1.63,23.235,2.36,23.34364583,2.02,23.18791667,3.01,23.29947917,1.72,19.08104167,1.85,20.46958333,1.84,21.24385417,1.37,21.4771875,1.11,21.8521875,1.2,22.09354167,1.2,22.36583333,0.9,22.77729167,1.29,22.87854167,1.07,22.873125,1.63,22.93697917,1.03,18.75166667,1.41,19.89833333,1.42,20.67822917,1.12,21.00552083,0.77,21.3759375,0.85,21.67854167,0.9,21.903125,0.69,22.28354167,0.82,22.41364583,0.72,22.49375,0.95,22.55197917,0.73,18.53020833,0.99,19.418125,1.03,20.1403125,0.77,20.53541667,0.64,20.893125,0.64,21.2284375,0.68,21.4215625,0.52,21.78229167,0.61,21.944375,0.51,22.0878125,0.48,22.144375,0.48,18.97395833,1.6625,20.23705729,1.6725,20.97864583,1.5025,21.24130208,1.1575,21.61994792,1.22,21.87135417,1.21,22.13536458,0.935,22.51953125,1.27,22.64505208,1.08,22.66065104,1.5175,22.73320313,0.99
1_Field,Field,1,3840,January,77.65,11.7371875,7.73,8.778020833,3.74,8.875729167,1.46,9.043958333,3.82,11.38052083,3.01,9.006770833,8.24,10.88822917,4.33,12.2078125,4.03,13.50052083,4.63,12.5903125,9.39,14.30291667,6.18,11.42114583,3.13,9.779895833,2.74,9.515208333,0.73,9.479166667,1.71,11.2553125,1.5,10.0865625,5.02,10.72333333,2.32,11.9165625,1.55,13.17020833,2.18,12.65645833,3.82,13.8175,1.63,11.171875,2.23,10.59583333,1.67,10.108125,0.48,9.9953125,0.47,11.12083333,1.29,10.8728125,2.7,10.72333333,1.67,11.70489583,0.95,12.80614583,1.24,12.73833333,1.93,13.35979167,1.33,11.1528125,1.29,11.1046875,0.98,10.59989583,0.3,10.46552083,0.35,11.07770833,0.9,11.25395833,1.42,10.88583333,0.82,11.57885417,0.77,12.4559375,0.9,12.67427083,0.99,13.0015625,1.03,11.318125,0.81,11.42854167,0.6,11.00145833,0.26,10.84885417,0.22,11.18989583,0.65,11.46604167,0.77,11.13291667,0.43,11.59708333,0.6,12.2940625,0.73,12.63010417,0.52,12.87114583,0.85,11.26598958,1.865,10.72723958,1.4975,10.30617188,0.4425,10.19721354,0.6875,11.1609375,1.085,10.91984375,2.4775,10.86635417,1.31,11.69934896,0.9675,12.68158854,1.2625,12.67479167,1.815,13.2625,1.21
1_Field,Field,1,3840,February,82.26,11.56729167,0.77,8.5609375,5.19,6.468125,2.66,8.3153125,3.6,10.16458333,3.52,14.25458333,11.5,14.08802083,4.37,11.42395833,2.7,13.06885417,4.5,15.19041667,8.19,13.47260417,7.25,11.60791667,1.08,9.746458333,3.6,7.53875,1.07,8.626666667,1.5,10.13135417,1.33,13.40177083,5.07,13.76645833,2.74,11.6315625,1.5,12.8890625,1.42,14.64791667,2.45,13.8075,3.82,11.65260417,1.25,10.61947917,2.32,8.647291667,0.94,9.0359375,0.77,10.12885417,0.95,12.51489583,2.96,13.33708333,2.14,11.89364583,0.82,12.7178125,0.73,14.01979167,2.1,13.87291667,2.06,11.6346875,1.08,11.1265625,1.46,9.589895833,1.07,9.513645833,0.43,10.2084375,0.73,11.909375,2.02,13.0003125,2.19,12.12427083,0.56,12.5715625,0.73,13.51416667,1.46,13.73145833,1.07,11.71083333,0.82,11.46583333,0.9,10.3184375,1.03,9.985416667,0.22,10.39822917,0.56,11.61510417,1.59,12.84260417,2.1,12.34020833,0.51,12.52458333,0.52,13.23947917,0.98,13.605625,0.56,11.65151042,1.0575,10.73958333,2.07,9.02359375,1.0275,9.290416667,0.73,10.21671875,0.8925,12.36028646,2.91,13.23661458,2.2925,11.99742188,0.8475,12.67575521,0.85,13.85533854,1.7475,13.754375,1.8775
1_Field,Field,1,3840,April_2,74.31,17.26010417,11.33,19.20489583,27.93,20.3853125,28.05,18.968125,8.07,17.98625,9.01,20.60625,9.27,20.54760417,14.08,21.6590625,8.11,20.41145833,10.99,17.78510417,4.42,20.18885417,10.3,18.05895833,4.12,18.3459375,4.29,19.40197917,3.69,19.06239583,2.57,18.10125,2.53,19.614375,1.84,19.9934375,2.23,20.93083333,2.83,20.4046875,4.76,17.7803125,2.02,19.44145833,2.79,18.49197917,2.66,18.2690625,2.31,18.95635417,1.93,18.89520833,1.42,18.1665625,1.5,19.0125,1.37,19.57552083,0.86,20.3471875,1.37,20.20635417,3.47,17.88822917,1.38,19.15416667,0.86,18.66052083,1.67,18.1753125,1.2,18.5428125,1.33,18.62625,0.77,18.17458333,0.9,18.54135417,1.07,19.13041667,0.6,19.76322917,1.03,19.91145833,2.71,18.059375,1.16,18.92020833,0.73,18.67177083,1.2,18.1225,0.72,18.26427083,0.81,18.40114583,0.48,18.13114583,0.6,18.25614583,0.68,18.80114583,0.65,19.30427083,0.73,19.63291667,2.01,18.26052083,1.15,18.77802083,0.6,18.47080729,2.4125,18.22820313,2.13,18.79135417,1.94,18.74625,1.31,18.14338542,1.3825,18.85609375,1.24,19.37513021,1.085,20.08638021,1.49,20.03885417,3.2375,17.99710937,1.4275,19.07346354,1.245
1_Field,Field,1,3840,April_1,77.41,17.08572917,16.9,20.17510417,23.94,19.43572917,14.12,20.17916667,19.39,21.57416667,10.55,21.82895833,18.15,22.721875,24.41,22.79614583,30.5,20.98354167,5.1,20.259375,3.9,17.80989583,3.44,16.19135417,3.77,18.0675,4.21,18.29125,3.43,18.81333333,2.96,20.10802083,2.58,20.59125,2.75,21.306875,4.67,21.774375,5.02,20.75729167,1.8,20.28645833,1.16,18.77302083,2.53,16.0525,1.89,17.41197917,2.45,17.8984375,1.59,18.31416667,1.11,19.35177083,1.41,20.00697917,1.46,20.65958333,1.93,21.27197917,2.36,20.60541667,0.94,20.32333333,0.6,19.30791667,1.89,15.93916667,0.98,16.83041667,1.76,17.43875,1.03,17.80864583,0.9,18.6221875,1.24,19.376875,1.45,19.97020833,1.11,20.56114583,1.54,20.22520833,0.47,20.0559375,0.43,19.40927083,1.33,15.8715625,0.56,16.43239583,1.11,17.01166667,0.78,17.36208333,0.64,18.03010417,1.03,18.78020833,1.07,19.3065625,0.82,19.85416667,1.03,19.74854167,0.26,19.648125,0.25,19.23677083,0.9,16.01364583,1.8,17.18557292,2.3825,17.66002604,1.7075,18.07455729,1.4025,19.02802083,1.565,19.68882813,1.6825,20.31080729,2.1325,20.86541667,2.4875,20.33411458,0.8675,20.07846354,0.61,19.18174479,1.6625
1_Field,Field,1,3840,March,79.52,17.654375,9.95,18.07802083,9.74,17.84697917,3.51,17.1690625,6.69,14.46416667,11.97,9.993854167,3.39,9.2959375,1.37,8.022291667,4.54,10.52552083,8.66,10.1121875,12.95,11.72385417,23.34,16.70010417,3.13,17.48854167,3.43,17.41302083,0.9,17.16760417,1.97,16.02354167,5.58,11.9846875,2.05,10.75614583,0.82,9.6603125,2.1,10.48,2.44,10.76520833,4.42,11.49770833,5.96,16.04708333,1.84,16.84875,1.8,16.92072917,0.65,16.96927083,1.24,16.55229167,3.73,13.214375,2.02,11.78,1.03,10.760625,1.41,10.8475,1.07,11.35625,2.57,11.68322917,2.96,15.47447917,1.33,16.22822917,1.33,16.435,0.6,16.6503125,1.38,16.6415625,2.23,14.09552083,1.97,12.64416667,1.07,11.6684375,1.16,11.3153125,0.47,11.74041667,1.5,11.84875,1.72,15.1284375,0.9,15.80385417,0.95,16.08375,0.48,16.37916667,1.24,16.57927083,1.58,14.67604167,1.81,13.28541667,1.07,12.35052083,1.03,11.79364583,0.21,12.0465625,0.81,12.05010417,0.99,15.83752604,1.8,16.59234375,1.8775,16.713125,0.6575,16.79158854,1.4575,16.44916667,3.28,13.49265625,1.9625,12.11643229,0.9975,11.10997396,1.425,11.10911458,1.0475,11.47710938,2.325,11.76994792,2.9075
1_Edge,Edge,1,3845,April_1,92.39,15.49166667,17.16,18.24927083,13.22,18.0296875,10.73,19.0046875,9.44,20.50614583,5.62,20.66291667,5.92,20.87083333,7.9,21.34739583,11.92,20.549375,5.28,19.85270833,2.62,17.36916667,2.96,15.2428125,4.16,17.3540625,4.5,17.5746875,3.35,18.37385417,3.21,19.7771875,2.49,20.23645833,2.4,20.49895833,3.78,20.98645833,5.06,20.40635417,2.32,19.899375,1.33,17.93479167,2.88,15.33739583,2.06,16.7265625,2.4,17.2259375,1.68,17.80927083,1.03,18.98104167,1.38,19.670625,1.46,20.006875,1.8,20.489375,2.36,20.13229167,1.08,19.82104167,0.69,18.53260417,2.1,15.2740625,1.03,16.16083333,1.89,16.77791667,1.08,17.24239583,0.94,18.15822917,1.2,19.0046875,1.54,19.36229167,0.9,19.79802083,1.54,19.68572917,0.56,19.51885417,0.39,18.72322917,1.42,15.25125,0.55,15.744375,1.16,16.32583333,0.69,16.71739583,0.68,17.4303125,0.99,18.2715625,1.11,18.63239583,0.68,19.03197917,0.9,19.06927083,0.39,19.02177083,0.26,18.59572917,0.94,15.27638021,1.95,16.49645833,2.4875,16.97609375,1.7,17.53572917,1.465,18.58669271,1.515,19.29583333,1.6275,19.62513021,1.79,20.07645833,2.465,19.82341146,1.0875,19.56526042,0.6675,18.44658854,1.835
1_Edge,Edge,1,3845,April_2,89.25,16.19510417,7.46,17.24635417,11.88,18.55125,7.64,18.19791667,5.79,17.110625,6.53,19.66822917,4.55,19.7225,6.13,20.75322917,5.88,19.90395833,8.41,17.42208333,3.48,19.23614583,7.46,17.27020833,4.84,17.14635417,4.55,18.18489583,2.75,18.28614583,2.75,17.296875,3.04,18.9859375,1.8,19.4546875,2.06,20.35208333,2.7,20.03302083,4.97,17.365,1.97,18.94614583,2.61,18.0440625,3,17.42166667,2.14,18.00927083,1.71,18.29604167,1.42,17.61677083,1.71,18.484375,1.55,19.19145833,0.6,19.9128125,1.2,20.00614583,2.96,17.651875,1.07,18.83541667,0.86,18.2928125,1.85,17.5584375,1.07,17.81645833,1.16,18.1196875,0.72,17.7403125,0.94,18.065625,1.12,18.8115625,0.69,19.42104167,1.03,19.7575,1.97,17.83802083,1.03,18.66166667,0.73,18.26833333,1.12,17.566875,0.6,17.59447917,0.64,17.855,0.47,17.6871875,0.56,17.74208333,0.73,18.38791667,0.65,18.8790625,0.69,19.38385417,1.2,18.05104167,1.07,18.44927083,0.56,17.96885417,2.7025,17.42333333,2.09,17.90127604,1.565,18.13921875,1.34,17.58528646,1.5625,18.31950521,1.3,18.96140625,1,19.64125,1.405,19.79513021,2.775,17.72648438,1.285,18.723125,1.19
1_Edge,Edge,1,3845,February,90.31,11.50666667,0.9,7.861354167,5.97,5.710833333,3.95,8.182916667,4.64,10.11864583,4.07,13.185625,3.47,13.76979167,3.95,11.55729167,2.45,12.91177083,3.51,14.52083333,3.48,13.08604167,7.5,12.04145833,5.1,9.373854167,3.95,7.024375,1.33,8.353020833,1.88,10.01270833,1.42,12.49895833,2.74,13.7621875,3.09,11.44697917,1.98,12.89760417,2.11,14.4121875,2.19,13.81927083,3.86,12.3534375,6.48,10.5221875,2.53,8.4059375,1.12,8.909270833,0.98,10.13791667,0.94,11.91135417,2.23,13.48822917,1.88,11.84375,0.86,12.79333333,0.86,13.86864583,1.67,13.94677083,1.89,12.33802083,6.56,11.10895833,1.51,9.40625,1.2,9.4003125,0.56,10.22625,0.85,11.5015625,1.68,13.0221875,1.8,12.0696875,0.73,12.6059375,0.82,13.40145833,1.16,13.761875,0.91,12.04552083,4.59,11.54947917,0.82,10.39770833,1.07,10.051875,0.21,10.49458333,0.64,11.356875,1.24,12.76822917,1.85,12.34020833,0.51,12.51979167,0.6,13.10666667,0.81,13.54989583,0.43,12.19460938,5.6825,10.63861979,2.2025,8.808567708,1.18,9.178619792,0.9075,10.21786458,0.9625,11.8171875,1.9725,13.26020833,2.155,11.92515625,1.02,12.70416667,1.0975,13.69723958,1.4575,13.76945312,1.7725
1_Edge,Edge,1,3845,January,88.47,11.106875,2.4,8.364479167,4.42,8.436145833,1.5,8.958229167,3.26,11.0975,2.1,9.2203125,6.78,10.62958333,2.49,11.9984375,2.57,13.15958333,2.83,12.24010417,4.37,13.82645833,2.11,10.73833333,2.49,9.541354167,3,9.1278125,0.77,8.712291667,5.24,11.09052083,3.21,8.306875,9.44,10.58864583,3.99,12.20104167,4.08,13.3253125,4.38,12.03666667,6.13,14.08072917,3.95,10.745625,2.18,10.46166667,1.89,9.858958333,0.47,9.1059375,3.48,11.12041667,2.28,9.0875,7.34,10.6053125,2.66,12.04572917,2.7,13.25114583,3.04,12.2303125,4.63,13.93427083,2.23,10.84458333,1.42,11.0334375,1.11,10.45177083,0.26,8.876666667,5.45,11.10510417,3.56,8.1303125,10.34,10.69114583,4.55,12.29791667,4.8,13.41020833,5.15,12.09614583,6.95,14.18552083,4.76,11.07541667,0.9,11.36270833,0.68,10.89677083,0.21,9.006041667,5.75,11.1696875,3.56,8.087291667,10.43,10.66729167,4.5,12.31,4.59,13.46177083,5.02,12.1109375,6.99,14.24927083,4.68,10.85098958,1.7475,10.59979167,1.67,10.08382812,0.4275,8.925234375,4.98,11.12143229,3.1525,8.402994792,9.3875,10.63809896,3.925,12.21367188,4.0425,13.36210938,4.3975,12.11851563,6.175,14.11244792,3.905
1_Edge,Edge,1,3845,March,89.89,16.72770833,5.23,17.3575,5.7,17.50666667,2.15,16.84864583,3.99,13.99114583,9.1,9.424375,2.57,8.634479167,1.11,7.412916667,4.42,9.621875,3.48,8.732083333,7.93,9.597395833,12.14,16.15395833,2.49,16.92114583,2.83,17.13385417,0.82,16.8303125,2.02,15.12666667,5.83,10.78052083,2.19,9.639479167,0.69,8.499583333,2.58,9.7621875,1.84,9.416979167,4.76,9.693541667,5.1,15.6575,1.42,16.41625,1.41,16.68885417,0.73,16.72885417,1.16,15.99822917,3.6,12.47614583,2.19,11.00125,0.98,10.0390625,1.51,10.33625,1.16,10.54239583,2.49,10.4284375,2.4,15.18302083,1.08,15.87489583,1.07,16.20864583,0.61,16.4421875,0.65,16.24135417,2.1,13.5715625,2.15,12.00625,1.2,11.10072917,1.08,10.841875,0.6,11.16822917,1.38,10.90729167,1.16,14.825625,0.77,15.43291667,0.77,15.79947917,0.52,16.1315625,1.03,16.22645833,1.37,14.34635417,1.93,12.88135417,1.16,12.00677083,0.94,11.48697917,0.26,11.6871875,0.69,11.41427083,0.6,15.45502604,1.44,16.16130208,1.52,16.45770833,0.67,16.53322917,1.215,15.89817708,3.225,12.79364583,2.115,11.38208333,1.0075,10.41153646,1.5275,10.60682292,0.965,10.70369792,2.33,10.61088542,2.315
1_Edge,Edge,1,3845,May,89.1,19.4275,8.54,21.73770833,10.47,21.87583333,10.64,21.76979167,6.31,22.48520833,8.19,22.19875,4.89,22.86427083,5.19,22.90979167,5.66,23.20760417,4.93,22.66697917,9.57,23.19145833,8.36,18.90135417,2.96,20.95895833,3.65,21.43583333,3.26,21.5015625,2.36,22.11364583,3.13,22.13427083,2.23,22.6203125,2.11,22.95427083,2.58,23.119375,2.45,22.69947917,3.74,23.10614583,3.05,18.49614583,2.1,20.16697917,2.36,20.89395833,1.42,21.0975,1.28,21.56989583,1.37,21.771875,1.16,22.1184375,0.9,22.55416667,1.28,22.67802083,1.28,22.48958333,1.81,22.66885417,1.29,18.1415625,1.5,19.44583333,1.71,20.25260417,1.03,20.55760417,0.86,20.96625,0.99,21.25333333,0.82,21.51083333,0.69,21.92729167,0.82,22.074375,0.73,22.05822917,0.95,22.1253125,0.95,17.91989583,0.94,18.82802083,1.2,19.59135417,0.73,19.9615625,0.56,20.31489583,0.65,20.63010417,0.6,20.854375,0.47,21.19052083,0.6,21.3540625,0.52,21.45052083,0.47,21.4959375,0.55,18.36473958,1.875,19.84994792,2.23,20.5434375,1.61,20.77955729,1.265,21.24117188,1.535,21.44739583,1.2025,21.77598958,1.0425,22.1565625,1.32,22.30645833,1.245,22.17445312,1.7425,22.3490625,1.46
1_Edge,Edge,1,3845,June,93.57,23.47625,5.28,24.82270833,6.18,23.97520833,6.99,22.67760417,2.1,23.09,4.68,23.41302083,5.44,24.69614583,9.87,23.9665625,4.89,22.5171875,4.93,23.06333333,6.48,24.18729167,4.55,23.3228125,1.85,24.12875,2.14,23.956875,2.91,22.75854167,0.82,23.09541667,1.07,23.351875,2.1,24.17958333,2.7,23.9328125,2.4,22.72125,1.67,23.10489583,2.49,23.70572917,1.63,23.02677083,1.54,23.3784375,1.24,23.535,1.33,22.75052083,0.25,22.8784375,0.56,23.0203125,0.94,23.5203125,1.42,23.54927083,0.95,22.8871875,0.81,22.9421875,0.99,23.23864583,0.86,22.58364583,1.38,22.7603125,0.81,23.00354167,0.65,22.54802083,0.3,22.539375,0.38,22.63125,0.51,22.97291667,0.9,23.1025,0.65,22.8034375,0.69,22.675625,0.56,22.8359375,0.65,22.14541667,1.24,22.205625,0.55,22.49947917,0.43,22.33635417,0.39,22.216875,0.22,22.27270833,0.34,22.4903125,0.6,22.69114583,0.77,22.6953125,0.94,22.43052083,0.3,22.50541667,0.43,22.76966146,1.5025,23.11828125,1.185,23.24872396,1.33,22.59835937,0.44,22.68252604,0.5575,22.81903646,0.9725,23.29078125,1.405,23.31893229,1.1925,22.77679688,1.0275,22.78830729,1.085,23.07143229,0.8925
1_Forest,Forest,1,3850,January,94.62,11.2040625,2.06,8.533854167,3.99,8.415104167,1.16,8.588958333,3.65,11.05291667,2.1,8.384583333,8.7,10.55385417,3.52,12.1709375,3.39,13.25010417,3.6,12.04989583,5.66,14.01520833,2.96,11.04427083,2.36,9.558229167,3.17,9.044791667,0.56,9.033125,1.68,11.07625,1.29,9.834479167,5.4,10.49729167,2.7,12.114375,1.5,13.32375,1.76,12.5459375,3.09,13.82677083,1.24,10.96739583,2.45,10.41354167,2.28,9.686145833,0.47,9.614895833,0.47,11.10177083,1.42,10.76770833,3.52,10.59416667,2.28,12.05427083,1.37,13.22895833,1.16,12.88208333,1.89,13.61322917,1.5,11.13833333,2.01,11.08385417,1.59,10.34416667,0.39,10.25208333,0.26,11.27666667,1.29,11.37520833,2.36,10.8934375,1.46,12.07739583,1.12,13.12854167,1.03,13.08604167,1.24,13.49166667,1.29,11.31833333,1.41,11.45604167,1.16,10.82635417,0.22,10.71083333,0.22,11.40604167,0.94,11.65583333,1.59,11.16625,0.94,12.04614583,0.86,12.91552083,0.81,13.04072917,0.81,13.32083333,0.99,11.11708333,2.0575,10.62791667,2.05,9.975364583,0.41,9.902734375,0.6575,11.21518229,1.235,10.90830729,3.2175,10.78778646,1.845,12.07304688,1.2125,13.14919271,1.19,12.88869792,1.7575,13.563125,1.255
1_Forest,Forest,1,3850,February,95.63,11.41572917,0.64,8.035729167,5.45,6.535104167,2.4,8.437604167,2.74,10.125,2.57,12.815,2.7,13.6471875,3.51,11.49125,2.06,12.88,3.56,14.44770833,2.75,13.091875,5.49,11.47,0.98,8.8846875,4.93,6.184791667,2.4,8.13375,2.88,10.05552083,2.74,13.0865625,2.71,13.9896875,3.86,11.341875,2.36,13.00541667,4.21,14.800625,3.31,13.11895833,6.56,11.53583333,1.16,9.637916667,6.31,5.38875,3.52,7.888958333,3.95,10.02989583,4.17,13.38864583,3.77,13.96729167,5.02,11.23677083,3.09,13.07041667,5.62,14.8825,4.59,12.7765625,8.45,11.66114583,1.07,10.44364583,5.58,6.28,3.05,8.360833333,3.48,10.15854167,3.43,13.03958333,3.26,13.73385417,3.78,11.5315625,2.36,12.97083333,4.68,14.60520833,3.65,12.9734375,6.9,11.7071875,0.85,10.82447917,6.4,5.598541667,3.61,8.006770833,4.12,10.05083333,4.24,13.36822917,3.95,13.8971875,5.23,11.25145833,3.13,13.08,5.92,14.861875,4.68,12.75958333,8.41,11.59354167,1.015,9.947682292,5.805,5.863020833,3.145,8.097578125,3.6075,10.07369792,3.645,13.22075521,3.4225,13.89700521,4.4725,11.34041667,2.735,13.03166667,5.1075,14.78755208,4.0575,12.90713542,7.58
