Month,Date,carc_wt,Site,Environment,Treatment,male_size,female_size,larvae,is_bury,is_repo,Month_label,Environment_key,Month_key,Site_key,d1_0cm_mean,d2_0cm_mean,d3_0cm_mean,d4_0cm_mean,d5_0cm_mean,d6_0cm_mean,d7_0cm_mean,d8_0cm_mean,d9_0cm_mean,d10_0cm_mean,d11_0cm_mean,d1_5cm_mean,d2_5cm_mean,d3_5cm_mean,d4_5cm_mean,d5_5cm_mean,d6_5cm_mean,d7_5cm_mean,d8_5cm_mean,d9_5cm_mean,d10_5cm_mean,d11_5cm_mean,d1_10cm_mean,d2_10cm_mean,d3_10cm_mean,d4_10cm_mean,d5_10cm_mean,d6_10cm_mean,d7_10cm_mean,d8_10cm_mean,d9_10cm_mean,d10_10cm_mean,d11_10cm_mean,d1_15cm_mean,d2_15cm_mean,d3_15cm_mean,d4_15cm_mean,d5_15cm_mean,d6_15cm_mean,d7_15cm_mean,d8_15cm_mean,d9_15cm_mean,d10_15cm_mean,d11_15cm_mean,d1_20cm_mean,d2_20cm_mean,d3_20cm_mean,d4_20cm_mean,d5_20cm_mean,d6_20cm_mean,d7_20cm_mean,d8_20cm_mean,d9_20cm_mean,d10_20cm_mean,d11_20cm_mean,d1_0cm_DTR,d2_0cm_DTR,d3_0cm_DTR,d4_0cm_DTR,d5_0cm_DTR,d6_0cm_DTR,d7_0cm_DTR,d8_0cm_DTR,d9_0cm_DTR,d10_0cm_DTR,d11_0cm_DTR,d1_5cm_DTR,d2_5cm_DTR,d3_5cm_DTR,d4_5cm_DTR,d5_5cm_DTR,d6_5cm_DTR,d7_5cm_DTR,d8_5cm_DTR,d9_5cm_DTR,d10_5cm_DTR,d11_5cm_DTR,d1_10cm_DTR,d2_10cm_DTR,d3_10cm_DTR,d4_10cm_DTR,d5_10cm_DTR,d6_10cm_DTR,d7_10cm_DTR,d8_10cm_DTR,d9_10cm_DTR,d10_10cm_DTR,d11_10cm_DTR,d1_15cm_DTR,d2_15cm_DTR,d3_15cm_DTR,d4_15cm_DTR,d5_15cm_DTR,d6_15cm_DTR,d7_15cm_DTR,d8_15cm_DTR,d9_15cm_DTR,d10_15cm_DTR,d11_15cm_DTR,d1_20cm_DTR,d2_20cm_DTR,d3_20cm_DTR,d4_20cm_DTR,d5_20cm_DTR,d6_20cm_DTR,d7_20cm_DTR,d8_20cm_DTR,d9_20cm_DTR,d10_20cm_DTR,d11_20cm_DTR,d1_underground_mean,d2_underground_mean,d3_underground_mean,d4_underground_mean,d5_underground_mean,d6_underground_mean,d7_underground_mean,d8_underground_mean,d9_underground_mean,d10_underground_mean,d11_underground_mean,d1_underground_DTR,d2_underground_DTR,d3_underground_DTR,d4_underground_DTR,d5_underground_DTR,d6_underground_DTR,d7_underground_DTR,d8_underground_DTR,d9_underground_DTR,d10_underground_DTR,d11_underground_DTR,PC1_0cm,PC2_0cm,PC1_underground,PC2_underground,Site_str
April_1,2025/4/14,27.71,2,field,mite,5.19,5.15,36,0,1,April_1,field,April_1,2,21.81802083,23.54333333,24.56708333,23.7271875,23.86041667,22.97864583,24.01541667,23.6496875,24.88322917,24.13677083,23.6678125,16.82958333,18.42895833,18.613125,18.99572917,20.2071875,20.68052083,21.166875,21.9259375,20.97,20.3803125,18.77645833,16.63875,17.693125,18.1034375,18.4421875,19.3875,20.03041667,20.48802083,21.29125,20.62479167,20.18020833,19.030625,16.35604167,17.03125,17.53947917,17.85427083,18.60979167,19.30520833,19.746875,20.44864583,20.0815625,19.77020833,19.01895833,15.2365625,15.96708333,16.19583333,16.4503125,17.29104167,14.75479167,13.20364583,12.20770833,11.65145833,12.01895833,11.9478125,22.61,18.92,22.99,17.84,13.85,8.28,10.09,8.97,16.47,14.97,7.46,4.5,3.73,3.17,2.19,2.14,2.14,2.83,3.91,1.5,1.12,2.4,2.7,1.88,1.67,1.12,1.33,1.03,1.45,2.23,0.81,0.73,1.8,1.46,1.58,0.99,0.85,1.16,0.95,0.9,1.54,0.51,0.43,1.28,0.95,1.08,0.51,1.24,2.32,2.1,1.16,1.07,0.13,0.91,0.77,16.26523438,17.28010416,17.61296875,17.935625,18.87388021,18.69273438,18.65135417,18.96838542,18.33195313,18.08742187,17.19346354,2.4025,2.0675,1.585,1.35,1.7375,1.555,1.585,2.1875,0.7375,0.7975,1.5625,90.49202913,3.320441154,55.25482262,-1.820222161,2
April_1,2025/4/14,27.59,3,forest,no,5.3,5.42,28,1,1,April_1,forest,April_1,3,15.09677083,17.09322917,17.27447917,18.08333333,19.580625,19.9928125,20.238125,20.45979167,19.95677083,19.4684375,17.42989583,15.24208333,16.2178125,16.69770833,17.30385417,18.495625,19.22729167,19.56395833,19.8609375,19.69604167,19.51145833,18.21229167,15.10770833,15.71489583,16.2840625,16.76739583,17.74145833,18.56,18.90552083,19.1959375,19.14291667,19.07604167,18.35552083,14.99208333,15.45083333,16.00739583,16.438125,17.28854167,18.150625,18.45510417,18.74572917,18.74979167,18.71166667,18.2684375,14.91364583,15.2346875,15.72729167,16.09333333,16.793125,17.59791667,17.9403125,18.23458333,18.30822917,18.29802083,18.050625,6.95,6.35,5.06,5.23,3.9,5.54,7.67,6.09,2.88,1.98,2.79,3.69,2.23,1.46,0.99,0.98,1.16,2.06,2.23,0.86,0.69,2.15,1.58,1.63,1.03,0.86,1.28,1.42,0.94,1.42,0.56,0.39,1.38,0.99,1.25,0.78,0.73,1.38,1.59,0.68,1.03,0.3,0.26,1.07,0.64,0.86,0.55,0.56,1.03,1.15,0.6,0.6,0.26,0.21,0.78,15.06388021,15.65455729,16.17911458,16.65067708,17.5796875,18.38395834,18.71622396,19.00929687,18.9742448,18.89929687,18.22171875,1.725,1.4925,0.955,0.785,1.1675,1.33,1.07,1.32,0.495,0.3875,1.345,57.90992854,-16.12898993,53.7893922,-3.819247262,3
April_1,2025/4/14,27.87,3,forest,fly,5.7,5.34,24,1,1,April_1,forest,April_1,3,15.09677083,17.09322917,17.27447917,18.08333333,19.580625,19.9928125,20.238125,20.45979167,19.95677083,19.4684375,17.42989583,15.24208333,16.2178125,16.69770833,17.30385417,18.495625,19.22729167,19.56395833,19.8609375,19.69604167,19.51145833,18.21229167,15.10770833,15.71489583,16.2840625,16.76739583,17.74145833,18.56,18.90552083,19.1959375,19.14291667,19.07604167,18.35552083,14.99208333,15.45083333,16.00739583,16.438125,17.28854167,18.150625,18.45510417,18.74572917,18.74979167,18.71166667,18.2684375,14.91364583,15.2346875,15.72729167,16.09333333,16.793125,17.59791667,17.9403125,18.23458333,18.30822917,18.29802083,18.050625,6.95,6.35,5.06,5.23,3.9,5.54,7.67,6.09,2.88,1.98,2.79,3.69,2.23,1.46,0.99,0.98,1.16,2.06,2.23,0.86,0.69,2.15,1.58,1.63,1.03,0.86,1.28,1.42,0.94,1.42,0.56,0.39,1.38,0.99,1.25,0.78,0.73,1.38,1.59,0.68,1.03,0.3,0.26,1.07,0.64,0.86,0.55,0.56,1.03,1.15,0.6,0.6,0.26,0.21,0.78,15.06388021,15.65455729,16.17911458,16.65067708,17.5796875,18.38395834,18.71622396,19.00929687,18.9742448,18.89929687,18.22171875,1.725,1.4925,0.955,0.785,1.1675,1.33,1.07,1.32,0.495,0.3875,1.345,57.90992854,-16.12898993,53.7893922,-3.819247262,3
April_1,2025/4/14,26.02,3,forest,mite,4.73,4.87,34,1,1,April_1,forest,April_1,3,15.09677083,17.09322917,17.27447917,18.08333333,19.580625,19.9928125,20.238125,20.45979167,19.95677083,19.4684375,17.42989583,15.24208333,16.2178125,16.69770833,17.30385417,18.495625,19.22729167,19.56395833,19.8609375,19.69604167,19.51145833,18.21229167,15.10770833,15.71489583,16.2840625,16.76739583,17.74145833,18.56,18.90552083,19.1959375,19.14291667,19.07604167,18.35552083,14.99208333,15.45083333,16.00739583,16.438125,17.28854167,18.150625,18.45510417,18.74572917,18.74979167,18.71166667,18.2684375,14.91364583,15.2346875,15.72729167,16.09333333,16.793125,17.59791667,17.9403125,18.23458333,18.30822917,18.29802083,18.050625,6.95,6.35,5.06,5.23,3.9,5.54,7.67,6.09,2.88,1.98,2.79,3.69,2.23,1.46,0.99,0.98,1.16,2.06,2.23,0.86,0.69,2.15,1.58,1.63,1.03,0.86,1.28,1.42,0.94,1.42,0.56,0.39,1.38,0.99,1.25,0.78,0.73,1.38,1.59,0.68,1.03,0.3,0.26,1.07,0.64,0.86,0.55,0.56,1.03,1.15,0.6,0.6,0.26,0.21,0.78,15.06388021,15.65455729,16.17911458,16.65067708,17.5796875,18.38395834,18.71622396,19.00929687,18.9742448,18.89929687,18.22171875,1.725,1.4925,0.955,0.785,1.1675,1.33,1.07,1.32,0.495,0.3875,1.345,57.90992854,-16.12898993,53.7893922,-3.819247262,3
April_1,2025/4/14,23.46,3,edge,no,5.54,5.31,10,1,1,April_1,edge,April_1,3,15.51270833,18.43052083,18.13770833,19.08520833,20.79302083,20.98395833,21.29427083,21.79833333,20.99197917,20.08979167,17.6684375,15.301875,16.603125,17.13520833,17.73135417,18.95291667,19.65729167,20.12052083,20.55864583,20.2340625,19.795625,18.6184375,15.313125,16.38270833,16.96166667,17.50947917,18.6359375,19.3775,19.8603125,20.26770833,20.02052083,19.64989583,18.70354167,15.22322917,16.07729167,16.68458333,17.1790625,18.178125,18.96291667,19.46427083,19.83375,19.69135417,19.40072917,18.65020833,15.19104167,15.8459375,16.45052083,16.91229167,17.77864583,18.57052083,19.08020833,19.44708333,19.39114583,19.19,18.62947917,9.65,15.14,8.07,8.2,6.78,6.87,8.33,14.54,8.06,2.91,3.73,2.23,3,1.67,1.24,1.67,1.41,2.06,2.53,1.24,0.77,2.14,1.67,2.49,1.33,1.16,1.5,1.37,1.45,2.14,0.94,0.6,1.8,1.28,2.02,1.07,0.99,1.33,1.24,1.08,1.71,0.73,0.47,1.55,0.82,1.55,0.9,0.86,1.2,0.98,0.86,1.25,0.47,0.35,1.2,15.25731771,16.22726563,16.80799479,17.33304688,18.38640625,19.14205729,19.63132812,20.02679687,19.83427083,19.5090625,18.65041667,1.5,2.265,1.2425,1.0625,1.425,1.25,1.3625,1.9075,0.845,0.5475,1.6725,67.55134964,-10.4195338,56.04907913,-3.254334209,3
April_1,2025/4/14,25.49,3,edge,fly,6.05,4.77,17,1,1,April_1,edge,April_1,3,15.51270833,18.43052083,18.13770833,19.08520833,20.79302083,20.98395833,21.29427083,21.79833333,20.99197917,20.08979167,17.6684375,15.301875,16.603125,17.13520833,17.73135417,18.95291667,19.65729167,20.12052083,20.55864583,20.2340625,19.795625,18.6184375,15.313125,16.38270833,16.96166667,17.50947917,18.6359375,19.3775,19.8603125,20.26770833,20.02052083,19.64989583,18.70354167,15.22322917,16.07729167,16.68458333,17.1790625,18.178125,18.96291667,19.46427083,19.83375,19.69135417,19.40072917,18.65020833,15.19104167,15.8459375,16.45052083,16.91229167,17.77864583,18.57052083,19.08020833,19.44708333,19.39114583,19.19,18.62947917,9.65,15.14,8.07,8.2,6.78,6.87,8.33,14.54,8.06,2.91,3.73,2.23,3,1.67,1.24,1.67,1.41,2.06,2.53,1.24,0.77,2.14,1.67,2.49,1.33,1.16,1.5,1.37,1.45,2.14,0.94,0.6,1.8,1.28,2.02,1.07,0.99,1.33,1.24,1.08,1.71,0.73,0.47,1.55,0.82,1.55,0.9,0.86,1.2,0.98,0.86,1.25,0.47,0.35,1.2,15.25731771,16.22726563,16.80799479,17.33304688,18.38640625,19.14205729,19.63132812,20.02679687,19.83427083,19.5090625,18.65041667,1.5,2.265,1.2425,1.0625,1.425,1.25,1.3625,1.9075,0.845,0.5475,1.6725,67.55134964,-10.4195338,56.04907913,-3.254334209,3
April_1,2025/4/14,24.09,3,edge,mite,4.92,4.47,17,1,1,April_1,edge,April_1,3,15.51270833,18.43052083,18.13770833,19.08520833,20.79302083,20.98395833,21.29427083,21.79833333,20.99197917,20.08979167,17.6684375,15.301875,16.603125,17.13520833,17.73135417,18.95291667,19.65729167,20.12052083,20.55864583,20.2340625,19.795625,18.6184375,15.313125,16.38270833,16.96166667,17.50947917,18.6359375,19.3775,19.8603125,20.26770833,20.02052083,19.64989583,18.70354167,15.22322917,16.07729167,16.68458333,17.1790625,18.178125,18.96291667,19.46427083,19.83375,19.69135417,19.40072917,18.65020833,15.19104167,15.8459375,16.45052083,16.91229167,17.77864583,18.57052083,19.08020833,19.44708333,19.39114583,19.19,18.62947917,9.65,15.14,8.07,8.2,6.78,6.87,8.33,14.54,8.06,2.91,3.73,2.23,3,1.67,1.24,1.67,1.41,2.06,2.53,1.24,0.77,2.14,1.67,2.49,1.33,1.16,1.5,1.37,1.45,2.14,0.94,0.6,1.8,1.28,2.02,1.07,0.99,1.33,1.24,1.08,1.71,0.73,0.47,1.55,0.82,1.55,0.9,0.86,1.2,0.98,0.86,1.25,0.47,0.35,1.2,15.25731771,16.22726563,16.80799479,17.33304688,18.38640625,19.14205729,19.63132812,20.02679687,19.83427083,19.5090625,18.65041667,1.5,2.265,1.2425,1.0625,1.425,1.25,1.3625,1.9075,0.845,0.5475,1.6725,67.55134964,-10.4195338,56.04907913,-3.254334209,3
April_1,2025/4/14,27.09,3,field,no,5.98,5.81,24,1,1,April_1,field,April_1,3,18.62541667,22.79635417,20.70895833,21.57875,22.52447917,22.51614583,23.86395833,24.56875,21.59322917,20.3734375,17.6684375,16.67416667,17.985625,18.32760417,18.73645833,19.79791667,20.0259375,20.65489583,21.32208333,20.49,19.9059375,18.899375,16.545,17.57520833,17.9996875,18.371875,19.29739583,19.66833333,20.2003125,20.82979167,20.25072917,19.77645833,18.98083333,16.44614583,17.25270833,17.70260417,18.015,18.84666667,19.3071875,19.79020833,20.38572917,20.006875,19.63395833,19.00416667,16.33541667,16.95666667,17.43427083,17.72833333,18.41666667,18.97885417,19.4228125,19.9765625,19.78635417,19.50208333,18.97197917,42.9,38.14,30.8,39.64,22.61,28.52,34.83,32.56,15.48,6.39,3.99,2.48,3.01,2.1,1.33,1.8,1.89,2.49,3.09,1.29,0.86,1.84,1.67,2.48,1.54,1.2,1.59,1.84,1.58,2.27,0.9,0.56,1.46,1.11,2.02,1.2,0.95,1.29,1.59,1.16,1.76,0.64,0.47,1.2,0.82,1.46,0.9,0.73,0.99,1.59,0.9,1.37,0.39,0.43,0.99,16.50018229,17.44255208,17.86604167,18.21291667,19.08966146,19.49507813,20.01705729,20.62854167,20.13348959,19.70460937,18.96408854,1.52,2.2425,1.435,1.0525,1.4175,1.7275,1.5325,2.1225,0.805,0.58,1.3725,115.9226252,21.67985729,58.05500287,-3.060108563,3
April_1,2025/4/14,24.35,3,field,fly,5.21,4.69,,1,0,April_1,field,April_1,3,18.62541667,22.79635417,20.70895833,21.57875,22.52447917,22.51614583,23.86395833,24.56875,21.59322917,20.3734375,17.6684375,16.67416667,17.985625,18.32760417,18.73645833,19.79791667,20.0259375,20.65489583,21.32208333,20.49,19.9059375,18.899375,16.545,17.57520833,17.9996875,18.371875,19.29739583,19.66833333,20.2003125,20.82979167,20.25072917,19.77645833,18.98083333,16.44614583,17.25270833,17.70260417,18.015,18.84666667,19.3071875,19.79020833,20.38572917,20.006875,19.63395833,19.00416667,16.33541667,16.95666667,17.43427083,17.72833333,18.41666667,18.97885417,19.4228125,19.9765625,19.78635417,19.50208333,18.97197917,42.9,38.14,30.8,39.64,22.61,28.52,34.83,32.56,15.48,6.39,3.99,2.48,3.01,2.1,1.33,1.8,1.89,2.49,3.09,1.29,0.86,1.84,1.67,2.48,1.54,1.2,1.59,1.84,1.58,2.27,0.9,0.56,1.46,1.11,2.02,1.2,0.95,1.29,1.59,1.16,1.76,0.64,0.47,1.2,0.82,1.46,0.9,0.73,0.99,1.59,0.9,1.37,0.39,0.43,0.99,16.50018229,17.44255208,17.86604167,18.21291667,19.08966146,19.49507813,20.01705729,20.62854167,20.13348959,19.70460937,18.96408854,1.52,2.2425,1.435,1.0525,1.4175,1.7275,1.5325,2.1225,0.805,0.58,1.3725,115.9226252,21.67985729,58.05500287,-3.060108563,3
April_1,2025/4/14,29.97,3,field,mite,4.96,4.67,15,1,1,April_1,field,April_1,3,18.62541667,22.79635417,20.70895833,21.57875,22.52447917,22.51614583,23.86395833,24.56875,21.59322917,20.3734375,17.6684375,16.67416667,17.985625,18.32760417,18.73645833,19.79791667,20.0259375,20.65489583,21.32208333,20.49,19.9059375,18.899375,16.545,17.57520833,17.9996875,18.371875,19.29739583,19.66833333,20.2003125,20.82979167,20.25072917,19.77645833,18.98083333,16.44614583,17.25270833,17.70260417,18.015,18.84666667,19.3071875,19.79020833,20.38572917,20.006875,19.63395833,19.00416667,16.33541667,16.95666667,17.43427083,17.72833333,18.41666667,18.97885417,19.4228125,19.9765625,19.78635417,19.50208333,18.97197917,42.9,38.14,30.8,39.64,22.61,28.52,34.83,32.56,15.48,6.39,3.99,2.48,3.01,2.1,1.33,1.8,1.89,2.49,3.09,1.29,0.86,1.84,1.67,2.48,1.54,1.2,1.59,1.84,1.58,2.27,0.9,0.56,1.46,1.11,2.02,1.2,0.95,1.29,1.59,1.16,1.76,0.64,0.47,1.2,0.82,1.46,0.9,0.73,0.99,1.59,0.9,1.37,0.39,0.43,0.99,16.50018229,17.44255208,17.86604167,18.21291667,19.08966146,19.49507813,20.01705729,20.62854167,20.13348959,19.70460937,18.96408854,1.52,2.2425,1.435,1.0525,1.4175,1.7275,1.5325,2.1225,0.805,0.58,1.3725,115.9226252,21.67985729,58.05500287,-3.060108563,3
April_1,2025/4/14,26.46,4,forest,no,5.54,5.01,26,1,1,April_1,forest,April_1,4,16.1628125,18.36458333,18.32083333,19.10447917,20.56104167,20.635625,20.94052083,21.108125,20.3084375,19.650625,17.28270833,16.4565625,16.78614583,17.235,17.665625,18.75104167,19.31395833,19.728125,20.07875,19.65229167,19.33958333,18.2603125,16.33729167,16.47041667,16.9546875,17.33927083,18.2253125,18.8765625,19.30302083,19.6628125,19.39177083,19.16041667,18.37645833,16.12385417,16.1425,16.63729167,16.96729167,17.6846875,18.39114583,18.81,19.1596875,19.06822917,18.9328125,18.43041667,15.86604167,15.95895833,16.41416667,16.71885417,17.32729167,17.988125,18.4075,18.754375,18.73645833,18.66041667,18.308125,15.1,13.77,10.38,14.75,8.7,7.68,11.62,8.24,3.6,2.14,3.26,4.89,1.67,1.54,0.99,1.08,1.07,1.72,2.23,0.81,0.6,1.8,3.43,1.55,1.03,0.82,1.12,1.07,1.11,1.5,0.6,0.47,1.37,2.48,1.16,0.86,0.69,1.03,0.9,0.77,1.03,0.39,0.26,1.03,1.33,0.9,0.69,0.56,0.81,0.69,0.69,0.82,0.3,0.21,0.78,16.1959375,16.33950521,16.81028646,17.17276042,17.99708334,18.64244791,19.06216146,19.41390625,19.2121875,19.02330729,18.34382813,3.0325,1.32,1.03,0.765,1.01,0.9325,1.0725,1.395,0.525,0.385,1.245,69.33142832,-8.684213543,55.31442626,-3.699709499,4
April_1,2025/4/14,23.1,4,forest,fly,4.92,4.89,21,1,1,April_1,forest,April_1,4,16.1628125,18.36458333,18.32083333,19.10447917,20.56104167,20.635625,20.94052083,21.108125,20.3084375,19.650625,17.28270833,16.4565625,16.78614583,17.235,17.665625,18.75104167,19.31395833,19.728125,20.07875,19.65229167,19.33958333,18.2603125,16.33729167,16.47041667,16.9546875,17.33927083,18.2253125,18.8765625,19.30302083,19.6628125,19.39177083,19.16041667,18.37645833,16.12385417,16.1425,16.63729167,16.96729167,17.6846875,18.39114583,18.81,19.1596875,19.06822917,18.9328125,18.43041667,15.86604167,15.95895833,16.41416667,16.71885417,17.32729167,17.988125,18.4075,18.754375,18.73645833,18.66041667,18.308125,15.1,13.77,10.38,14.75,8.7,7.68,11.62,8.24,3.6,2.14,3.26,4.89,1.67,1.54,0.99,1.08,1.07,1.72,2.23,0.81,0.6,1.8,3.43,1.55,1.03,0.82,1.12,1.07,1.11,1.5,0.6,0.47,1.37,2.48,1.16,0.86,0.69,1.03,0.9,0.77,1.03,0.39,0.26,1.03,1.33,0.9,0.69,0.56,0.81,0.69,0.69,0.82,0.3,0.21,0.78,16.1959375,16.33950521,16.81028646,17.17276042,17.99708334,18.64244791,19.06216146,19.41390625,19.2121875,19.02330729,18.34382813,3.0325,1.32,1.03,0.765,1.01,0.9325,1.0725,1.395,0.525,0.385,1.245,69.33142832,-8.684213543,55.31442626,-3.699709499,4
April_1,2025/4/14,22.27,4,forest,mite,4.7,5.24,1,1,1,April_1,forest,April_1,4,16.1628125,18.36458333,18.32083333,19.10447917,20.56104167,20.635625,20.94052083,21.108125,20.3084375,19.650625,17.28270833,16.4565625,16.78614583,17.235,17.665625,18.75104167,19.31395833,19.728125,20.07875,19.65229167,19.33958333,18.2603125,16.33729167,16.47041667,16.9546875,17.33927083,18.2253125,18.8765625,19.30302083,19.6628125,19.39177083,19.16041667,18.37645833,16.12385417,16.1425,16.63729167,16.96729167,17.6846875,18.39114583,18.81,19.1596875,19.06822917,18.9328125,18.43041667,15.86604167,15.95895833,16.41416667,16.71885417,17.32729167,17.988125,18.4075,18.754375,18.73645833,18.66041667,18.308125,15.1,13.77,10.38,14.75,8.7,7.68,11.62,8.24,3.6,2.14,3.26,4.89,1.67,1.54,0.99,1.08,1.07,1.72,2.23,0.81,0.6,1.8,3.43,1.55,1.03,0.82,1.12,1.07,1.11,1.5,0.6,0.47,1.37,2.48,1.16,0.86,0.69,1.03,0.9,0.77,1.03,0.39,0.26,1.03,1.33,0.9,0.69,0.56,0.81,0.69,0.69,0.82,0.3,0.21,0.78,16.1959375,16.33950521,16.81028646,17.17276042,17.99708334,18.64244791,19.06216146,19.41390625,19.2121875,19.02330729,18.34382813,3.0325,1.32,1.03,0.765,1.01,0.9325,1.0725,1.395,0.525,0.385,1.245,69.33142832,-8.684213543,55.31442626,-3.699709499,4
April_1,2025/4/14,26.37,4,edge,no,5.4,5.29,12,1,1,April_1,edge,April_1,4,16.09375,19.434375,18.67958333,19.64229167,21.626875,21.30395833,21.58489583,23.28552083,21.6509375,20.39895833,17.834375,15.99229167,17.66270833,17.76760417,18.44510417,19.98458333,20.39322917,20.82010417,21.77625,21.0625,20.24885417,18.63770833,15.9328125,17.17177083,17.45260417,18.0109375,19.346875,19.87604167,20.36447917,21.17020833,20.68385417,20.05354167,18.82645833,15.9453125,16.8096875,17.2040625,17.66604167,18.759375,19.40854167,19.9153125,20.58729167,20.34552083,19.88677083,18.97739583,15.84125,16.29489583,16.75302083,17.10666667,17.8915625,18.5909375,19.10875,19.63041667,19.6871875,19.47875,18.93677083,12.14,16.13,8.58,8.53,8.67,7.59,10.29,18.27,9.87,3.69,4.08,4.16,3.87,2.66,1.93,2.41,2.02,3.47,5.4,2.7,1.38,2.83,2.66,3.05,1.76,1.2,1.8,1.15,2.19,3.39,1.55,0.9,2.23,1.72,2.28,1.12,1.08,1.55,1.07,1.33,2.4,0.99,0.64,1.63,0.77,1.29,0.73,0.77,1.2,0.86,0.86,1.37,0.51,0.34,1.03,15.92791667,16.98476562,17.29432292,17.8071875,18.99559896,19.5671875,20.05216146,20.79104167,20.44476563,19.91697917,18.84458333,2.3275,2.6225,1.5675,1.245,1.74,1.275,1.9625,3.14,1.4375,0.815,1.93,72.00296802,-8.213786393,57.98885402,-1.987019701,4
April_1,2025/4/14,23,4,edge,fly,5.11,6.02,26,0,1,April_1,edge,April_1,4,16.09375,19.434375,18.67958333,19.64229167,21.626875,21.30395833,21.58489583,23.28552083,21.6509375,20.39895833,17.834375,15.99229167,17.66270833,17.76760417,18.44510417,19.98458333,20.39322917,20.82010417,21.77625,21.0625,20.24885417,18.63770833,15.9328125,17.17177083,17.45260417,18.0109375,19.346875,19.87604167,20.36447917,21.17020833,20.68385417,20.05354167,18.82645833,15.9453125,16.8096875,17.2040625,17.66604167,18.759375,19.40854167,19.9153125,20.58729167,20.34552083,19.88677083,18.97739583,15.84125,16.29489583,16.75302083,17.10666667,17.8915625,18.5909375,19.10875,19.63041667,19.6871875,19.47875,18.93677083,12.14,16.13,8.58,8.53,8.67,7.59,10.29,18.27,9.87,3.69,4.08,4.16,3.87,2.66,1.93,2.41,2.02,3.47,5.4,2.7,1.38,2.83,2.66,3.05,1.76,1.2,1.8,1.15,2.19,3.39,1.55,0.9,2.23,1.72,2.28,1.12,1.08,1.55,1.07,1.33,2.4,0.99,0.64,1.63,0.77,1.29,0.73,0.77,1.2,0.86,0.86,1.37,0.51,0.34,1.03,15.92791667,16.98476562,17.29432292,17.8071875,18.99559896,19.5671875,20.05216146,20.79104167,20.44476563,19.91697917,18.84458333,2.3275,2.6225,1.5675,1.245,1.74,1.275,1.9625,3.14,1.4375,0.815,1.93,72.00296802,-8.213786393,57.98885402,-1.987019701,4
April_1,2025/4/14,28.59,4,edge,mite,5.59,4.93,23,1,1,April_1,edge,April_1,4,16.09375,19.434375,18.67958333,19.64229167,21.626875,21.30395833,21.58489583,23.28552083,21.6509375,20.39895833,17.834375,15.99229167,17.66270833,17.76760417,18.44510417,19.98458333,20.39322917,20.82010417,21.77625,21.0625,20.24885417,18.63770833,15.9328125,17.17177083,17.45260417,18.0109375,19.346875,19.87604167,20.36447917,21.17020833,20.68385417,20.05354167,18.82645833,15.9453125,16.8096875,17.2040625,17.66604167,18.759375,19.40854167,19.9153125,20.58729167,20.34552083,19.88677083,18.97739583,15.84125,16.29489583,16.75302083,17.10666667,17.8915625,18.5909375,19.10875,19.63041667,19.6871875,19.47875,18.93677083,12.14,16.13,8.58,8.53,8.67,7.59,10.29,18.27,9.87,3.69,4.08,4.16,3.87,2.66,1.93,2.41,2.02,3.47,5.4,2.7,1.38,2.83,2.66,3.05,1.76,1.2,1.8,1.15,2.19,3.39,1.55,0.9,2.23,1.72,2.28,1.12,1.08,1.55,1.07,1.33,2.4,0.99,0.64,1.63,0.77,1.29,0.73,0.77,1.2,0.86,0.86,1.37,0.51,0.34,1.03,15.92791667,16.98476562,17.29432292,17.8071875,18.99559896,19.5671875,20.05216146,20.79104167,20.44476563,19.91697917,18.84458333,2.3275,2.6225,1.5675,1.245,1.74,1.275,1.9625,3.14,1.4375,0.815,1.93,72.00296802,-8.213786393,57.98885402,-1.987019701,4
April_1,2025/4/14,27.7,4,field,no,5.04,6.14,26,1,1,April_1,field,April_1,4,19.1553125,25.460625,22.1215625,22.7065625,24.6028125,23.9696875,25.62489583,27.68958333,23.64145833,21.62614583,18.87125,18.11802083,21.6596875,20.5246875,20.72666667,22.80510417,22.70510417,23.91791667,25.34114583,23.07822917,21.56739583,19.5484375,17.93625,20.36291667,19.95864583,20.06875,21.7665625,21.87416667,23.026875,24.27645833,22.62270833,21.46572917,19.98760417,17.690625,19.25604167,19.36135417,19.4478125,20.71791667,21.10708333,22.1040625,23.14729167,22.13677083,21.309375,20.22416667,17.57177083,18.526875,18.91552083,19.004375,19.9603125,20.5103125,21.32145833,22.19145833,21.71614583,21.14666667,20.3328125,33.8,36.98,35.7,36.42,36.63,25.01,32.86,35.14,17.37,8.28,5.92,11.58,14.07,10.29,9.31,10.04,8.41,13.99,14.97,6.56,3.6,5.06,5.53,6.78,4.84,3.13,4.29,3.69,6.48,7.73,3.35,2.02,3.18,2.7,4.46,2.27,1.59,2.48,2.14,2.78,4.29,1.63,1.16,1.97,1.37,2.58,1.28,1.03,1.72,1.5,1.67,2.44,0.81,0.73,1.37,17.82916667,19.95138021,19.69005208,19.81190104,21.31247396,21.54916667,22.59257813,23.73908854,22.38846354,21.37229167,20.02325521,5.295,6.9725,4.67,3.765,4.6325,3.935,6.23,7.3575,3.0875,1.8775,2.895,120.5853666,22.78848841,66.43669976,6.475154016,4
